Gene ID	Symbol	Name	Type	# SSM Affected Cases in Cohort	# SSM Affected Cases Across the GDC	# CNV Gain	# CNV Loss	# Mutations	Annotations	Survival
ENSG00000196233	LCOR	ligand dependent nuclear receptor corepressor	protein_coding	15 / 969 (1.55%)	356 / 16,405	103 / 1,067 (9.65%)	224 / 1,067 (20.99%)	0		add to survival plot
ENSG00000091157	WDR7	WD repeat domain 7	protein_coding	15 / 969 (1.55%)	339 / 16,405	146 / 1,067 (13.68%)	271 / 1,067 (25.40%)	0		add to survival plot
ENSG00000143297	FCRL5	Fc receptor like 5	protein_coding	15 / 969 (1.55%)	452 / 16,405	727 / 1,067 (68.13%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000116852	KIF21B	kinesin family member 21B	protein_coding	14 / 969 (1.44%)	496 / 16,405	765 / 1,067 (71.70%)	11 / 1,067 (1.03%)	0		add to survival plot
ENSG00000143850	PLEKHA6	pleckstrin homology domain containing A6	protein_coding	14 / 969 (1.44%)	318 / 16,405	779 / 1,067 (73.01%)	7 / 1,067 (0.66%)	0		add to survival plot
ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting	protein_coding	14 / 969 (1.44%)	580 / 16,405	526 / 1,067 (49.30%)	52 / 1,067 (4.87%)	12		add to survival plot
ENSG00000179603	GRM8	glutamate metabotropic receptor 8	protein_coding	14 / 969 (1.44%)	612 / 16,405	247 / 1,067 (23.15%)	129 / 1,067 (12.09%)	0		add to survival plot
ENSG00000204956	PCDHGA1	protocadherin gamma subfamily A, 1	protein_coding	14 / 969 (1.44%)	416 / 16,405	177 / 1,067 (16.59%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000077522	ACTN2	actinin alpha 2	protein_coding	14 / 969 (1.44%)	390 / 16,405	746 / 1,067 (69.92%)	26 / 1,067 (2.44%)	0		add to survival plot
ENSG00000182871	COL18A1	collagen type XVIII alpha 1 chain	protein_coding	14 / 969 (1.44%)	378 / 16,405	255 / 1,067 (23.90%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000179930	ZNF648	zinc finger protein 648	protein_coding	14 / 969 (1.44%)	251 / 16,405	746 / 1,067 (69.92%)	13 / 1,067 (1.22%)	0		add to survival plot
ENSG00000151461	UPF2	UPF2 regulator of nonsense mediated mRNA decay	protein_coding	14 / 969 (1.44%)	231 / 16,405	280 / 1,067 (26.24%)	92 / 1,067 (8.62%)	0		add to survival plot
ENSG00000133858	ZFC3H1	zinc finger C3H1-type containing	protein_coding	14 / 969 (1.44%)	350 / 16,405	242 / 1,067 (22.68%)	75 / 1,067 (7.03%)	0		add to survival plot
ENSG00000196739	COL27A1	collagen type XXVII alpha 1 chain	protein_coding	14 / 969 (1.44%)	443 / 16,405	169 / 1,067 (15.84%)	184 / 1,067 (17.24%)	0		add to survival plot
ENSG00000139155	SLCO1C1	solute carrier organic anion transporter family member 1C1	protein_coding	14 / 969 (1.44%)	313 / 16,405	219 / 1,067 (20.52%)	105 / 1,067 (9.84%)	0		add to survival plot
ENSG00000175216	CKAP5	cytoskeleton associated protein 5	protein_coding	14 / 969 (1.44%)	327 / 16,405	189 / 1,067 (17.71%)	127 / 1,067 (11.90%)	0		add to survival plot
ENSG00000170160	CCDC144A	coiled-coil domain containing 144A	protein_coding	14 / 969 (1.44%)	263 / 16,405	72 / 1,067 (6.75%)	496 / 1,067 (46.49%)	0		add to survival plot
ENSG00000146247	PHIP	pleckstrin homology domain interacting protein	protein_coding	14 / 969 (1.44%)	316 / 16,405	160 / 1,067 (15.00%)	281 / 1,067 (26.34%)	0		add to survival plot
ENSG00000184611	KCNH7	potassium voltage-gated channel subfamily H member 7	protein_coding	14 / 969 (1.44%)	495 / 16,405	118 / 1,067 (11.06%)	156 / 1,067 (14.62%)	0		add to survival plot
ENSG00000139220	PPFIA2	PTPRF interacting protein alpha 2	protein_coding	14 / 969 (1.44%)	531 / 16,405	209 / 1,067 (19.59%)	108 / 1,067 (10.12%)	0		add to survival plot
ENSG00000145242	EPHA5	EPH receptor A5	protein_coding	14 / 969 (1.44%)	593 / 16,405	136 / 1,067 (12.75%)	177 / 1,067 (16.59%)	0		add to survival plot
ENSG00000164327	RICTOR	RPTOR independent companion of MTOR complex 2	protein_coding	14 / 969 (1.44%)	329 / 16,405	320 / 1,067 (29.99%)	66 / 1,067 (6.19%)	0		add to survival plot
ENSG00000069018	TRPC7	transient receptor potential cation channel subfamily C member 7	protein_coding	14 / 969 (1.44%)	411 / 16,405	166 / 1,067 (15.56%)	183 / 1,067 (17.15%)	0		add to survival plot
ENSG00000143442	POGZ	pogo transposable element derived with ZNF domain	protein_coding	14 / 969 (1.44%)	259 / 16,405	734 / 1,067 (68.79%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000253305	PCDHGB6	protocadherin gamma subfamily B, 6	protein_coding	14 / 969 (1.44%)	312 / 16,405	176 / 1,067 (16.49%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000100106	TRIOBP	TRIO and F-actin binding protein	protein_coding	14 / 969 (1.44%)	497 / 16,405	117 / 1,067 (10.97%)	383 / 1,067 (35.90%)	0		add to survival plot
ENSG00000154309	DISP1	dispatched RND transporter family member 1	protein_coding	14 / 969 (1.44%)	345 / 16,405	753 / 1,067 (70.57%)	22 / 1,067 (2.06%)	0		add to survival plot
ENSG00000022556	NLRP2	NLR family pyrin domain containing 2	protein_coding	14 / 969 (1.44%)	439 / 16,405	273 / 1,067 (25.59%)	77 / 1,067 (7.22%)	11		add to survival plot
ENSG00000167632	TRAPPC9	trafficking protein particle complex 9	protein_coding	14 / 969 (1.44%)	320 / 16,405	563 / 1,067 (52.76%)	58 / 1,067 (5.44%)	0		add to survival plot
ENSG00000137574	TGS1	trimethylguanosine synthase 1	protein_coding	14 / 969 (1.44%)	154 / 16,405	478 / 1,067 (44.80%)	66 / 1,067 (6.19%)	0		add to survival plot
ENSG00000196235	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	protein_coding	14 / 969 (1.44%)	279 / 16,405	257 / 1,067 (24.09%)	92 / 1,067 (8.62%)	0		add to survival plot
ENSG00000136492	BRIP1	BRCA1 interacting protein C-terminal helicase 1	protein_coding	14 / 969 (1.44%)	274 / 16,405	389 / 1,067 (36.46%)	100 / 1,067 (9.37%)	0	Cancer Gene Census	add to survival plot
ENSG00000163611	SPICE1	spindle and centriole associated protein 1	protein_coding	14 / 969 (1.44%)	200 / 16,405	217 / 1,067 (20.34%)	82 / 1,067 (7.69%)	0		add to survival plot
ENSG00000105227	PRX	periaxin	protein_coding	14 / 969 (1.44%)	321 / 16,405	247 / 1,067 (23.15%)	91 / 1,067 (8.53%)	13		add to survival plot
ENSG00000169862	CTNND2	catenin delta 2	protein_coding	14 / 969 (1.44%)	677 / 16,405	333 / 1,067 (31.21%)	63 / 1,067 (5.90%)	0	Cancer Gene Census	add to survival plot
ENSG00000021645	NRXN3	neurexin 3	protein_coding	14 / 969 (1.44%)	654 / 16,405	116 / 1,067 (10.87%)	268 / 1,067 (25.12%)	0		add to survival plot
ENSG00000179915	NRXN1	neurexin 1	protein_coding	14 / 969 (1.44%)	929 / 16,405	184 / 1,067 (17.24%)	109 / 1,067 (10.22%)	11		add to survival plot
ENSG00000104321	TRPA1	transient receptor potential cation channel subfamily A member 1	protein_coding	14 / 969 (1.44%)	515 / 16,405	527 / 1,067 (49.39%)	51 / 1,067 (4.78%)	0		add to survival plot
ENSG00000143514	TP53BP2	tumor protein p53 binding protein 2	protein_coding	14 / 969 (1.44%)	260 / 16,405	758 / 1,067 (71.04%)	18 / 1,067 (1.69%)	0		add to survival plot
ENSG00000254245	PCDHGA3	protocadherin gamma subfamily A, 3	protein_coding	14 / 969 (1.44%)	469 / 16,405	177 / 1,067 (16.59%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000086717	PPEF1	protein phosphatase with EF-hand domain 1	protein_coding	14 / 969 (1.44%)	200 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000158528	PPP1R9A	protein phosphatase 1 regulatory subunit 9A	protein_coding	14 / 969 (1.44%)	376 / 16,405	253 / 1,067 (23.71%)	108 / 1,067 (10.12%)	0		add to survival plot
ENSG00000075391	RASAL2	RAS protein activator like 2	protein_coding	14 / 969 (1.44%)	332 / 16,405	749 / 1,067 (70.20%)	19 / 1,067 (1.78%)	0		add to survival plot
ENSG00000184575	XPOT	exportin for tRNA	protein_coding	14 / 969 (1.44%)	239 / 16,405	226 / 1,067 (21.18%)	74 / 1,067 (6.94%)	0		add to survival plot
ENSG00000169554	ZEB2	zinc finger E-box binding homeobox 2	protein_coding	14 / 969 (1.44%)	533 / 16,405	100 / 1,067 (9.37%)	177 / 1,067 (16.59%)	15		add to survival plot
ENSG00000204962	PCDHA8	protocadherin alpha 8	protein_coding	14 / 969 (1.44%)	512 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000113100	CDH9	cadherin 9	protein_coding	14 / 969 (1.44%)	589 / 16,405	353 / 1,067 (33.08%)	69 / 1,067 (6.47%)	0		add to survival plot
ENSG00000138650	PCDH10	protocadherin 10	protein_coding	14 / 969 (1.44%)	639 / 16,405	105 / 1,067 (9.84%)	220 / 1,067 (20.62%)	0		add to survival plot
ENSG00000132688	NES	nestin	protein_coding	14 / 969 (1.44%)	397 / 16,405	730 / 1,067 (68.42%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000182255	KCNA4	potassium voltage-gated channel subfamily A member 4	protein_coding	14 / 969 (1.44%)	432 / 16,405	198 / 1,067 (18.56%)	131 / 1,067 (12.28%)	0		add to survival plot
ENSG00000124140	SLC12A5	solute carrier family 12 member 5	protein_coding	14 / 969 (1.44%)	455 / 16,405	414 / 1,067 (38.80%)	46 / 1,067 (4.31%)	0		add to survival plot
ENSG00000089101	CFAP61	cilia and flagella associated protein 61	protein_coding	14 / 969 (1.44%)	420 / 16,405	347 / 1,067 (32.52%)	85 / 1,067 (7.97%)	0		add to survival plot
ENSG00000154263	ABCA10	ATP binding cassette subfamily A member 10	protein_coding	14 / 969 (1.44%)	357 / 16,405	377 / 1,067 (35.33%)	105 / 1,067 (9.84%)	0		add to survival plot
ENSG00000179873	NLRP11	NLR family pyrin domain containing 11	protein_coding	14 / 969 (1.44%)	376 / 16,405	272 / 1,067 (25.49%)	74 / 1,067 (6.94%)	0		add to survival plot
ENSG00000137261	KIAA0319	KIAA0319	protein_coding	14 / 969 (1.44%)	316 / 16,405	259 / 1,067 (24.27%)	124 / 1,067 (11.62%)	0		add to survival plot
ENSG00000138722	MMRN1	multimerin 1	protein_coding	14 / 969 (1.44%)	380 / 16,405	110 / 1,067 (10.31%)	212 / 1,067 (19.87%)	0		add to survival plot
ENSG00000105738	SIPA1L3	signal induced proliferation associated 1 like 3	protein_coding	14 / 969 (1.44%)	448 / 16,405	269 / 1,067 (25.21%)	84 / 1,067 (7.87%)	0		add to survival plot
ENSG00000049759	NEDD4L	NEDD4 like E3 ubiquitin protein ligase	protein_coding	14 / 969 (1.44%)	221 / 16,405	152 / 1,067 (14.25%)	272 / 1,067 (25.49%)	14		add to survival plot
ENSG00000130943	PKDREJ	polycystin family receptor for egg jelly	protein_coding	14 / 969 (1.44%)	396 / 16,405	121 / 1,067 (11.34%)	403 / 1,067 (37.77%)	0		add to survival plot
ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1	protein_coding	14 / 969 (1.44%)	468 / 16,405	186 / 1,067 (17.43%)	105 / 1,067 (9.84%)	0		add to survival plot
ENSG00000147081	AKAP4	A-kinase anchoring protein 4	protein_coding	14 / 969 (1.44%)	282 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000198718	TOGARAM1	TOG array regulator of axonemal microtubules 1	protein_coding	14 / 969 (1.44%)	331 / 16,405	174 / 1,067 (16.31%)	177 / 1,067 (16.59%)	0		add to survival plot
ENSG00000187391	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	protein_coding	14 / 969 (1.44%)	509 / 16,405	257 / 1,067 (24.09%)	97 / 1,067 (9.09%)	12		add to survival plot
ENSG00000183337	BCOR	BCL6 corepressor	protein_coding	14 / 969 (1.44%)	489 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0	Cancer Gene Census	add to survival plot
ENSG00000198373	WWP2	WW domain containing E3 ubiquitin protein ligase 2	protein_coding	14 / 969 (1.44%)	195 / 16,405	109 / 1,067 (10.22%)	575 / 1,067 (53.89%)	0		add to survival plot
ENSG00000169064	ZBBX	zinc finger B-box domain containing	protein_coding	14 / 969 (1.44%)	397 / 16,405	297 / 1,067 (27.84%)	63 / 1,067 (5.90%)	0		add to survival plot
ENSG00000101868	POLA1	DNA polymerase alpha 1, catalytic subunit	protein_coding	14 / 969 (1.44%)	324 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000099139	PCSK5	proprotein convertase subtilisin/kexin type 5	protein_coding	14 / 969 (1.44%)	460 / 16,405	139 / 1,067 (13.03%)	186 / 1,067 (17.43%)	0		add to survival plot
ENSG00000077235	GTF3C1	general transcription factor IIIC subunit 1	protein_coding	14 / 969 (1.44%)	526 / 16,405	487 / 1,067 (45.64%)	38 / 1,067 (3.56%)	0		add to survival plot
ENSG00000066468	FGFR2	fibroblast growth factor receptor 2	protein_coding	14 / 969 (1.44%)	375 / 16,405	135 / 1,067 (12.65%)	210 / 1,067 (19.68%)	14	Cancer Gene Census	add to survival plot
ENSG00000204634	TBC1D8	TBC1 domain family member 8	protein_coding	14 / 969 (1.44%)	230 / 16,405	159 / 1,067 (14.90%)	126 / 1,067 (11.81%)	0		add to survival plot
ENSG00000239389	PCDHA13	protocadherin alpha 13	protein_coding	14 / 969 (1.44%)	507 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000153827	TRIP12	thyroid hormone receptor interactor 12	protein_coding	14 / 969 (1.44%)	420 / 16,405	87 / 1,067 (8.15%)	208 / 1,067 (19.49%)	0		add to survival plot
ENSG00000152990	ADGRA3	adhesion G protein-coupled receptor A3	protein_coding	14 / 969 (1.44%)	298 / 16,405	88 / 1,067 (8.25%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000196305	IARS1	isoleucyl-tRNA synthetase 1	protein_coding	14 / 969 (1.44%)	210 / 16,405	135 / 1,067 (12.65%)	197 / 1,067 (18.46%)	0		add to survival plot
ENSG00000133812	SBF2	SET binding factor 2	protein_coding	14 / 969 (1.44%)	301 / 16,405	128 / 1,067 (12.00%)	214 / 1,067 (20.06%)	0		add to survival plot
ENSG00000250120	PCDHA10	protocadherin alpha 10	protein_coding	14 / 969 (1.44%)	371 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000164741	DLC1	DLC1 Rho GTPase activating protein	protein_coding	14 / 969 (1.44%)	479 / 16,405	138 / 1,067 (12.93%)	492 / 1,067 (46.11%)	0		add to survival plot
ENSG00000179832	MROH1	maestro heat like repeat family member 1	protein_coding	14 / 969 (1.44%)	305 / 16,405	571 / 1,067 (53.51%)	56 / 1,067 (5.25%)	0		add to survival plot
ENSG00000101605	MYOM1	myomesin 1	protein_coding	14 / 969 (1.44%)	364 / 16,405	164 / 1,067 (15.37%)	259 / 1,067 (24.27%)	0		add to survival plot
ENSG00000068650	ATP11A	ATPase phospholipid transporting 11A	protein_coding	14 / 969 (1.44%)	291 / 16,405	170 / 1,067 (15.93%)	301 / 1,067 (28.21%)	0		add to survival plot
ENSG00000104133	SPG11	SPG11 vesicle trafficking associated, spatacsin	protein_coding	14 / 969 (1.44%)	372 / 16,405	58 / 1,067 (5.44%)	276 / 1,067 (25.87%)	0		add to survival plot
ENSG00000173826	KCNH6	potassium voltage-gated channel subfamily H member 6	protein_coding	14 / 969 (1.44%)	328 / 16,405	400 / 1,067 (37.49%)	94 / 1,067 (8.81%)	0		add to survival plot
ENSG00000068654	POLR1A	RNA polymerase I subunit A	protein_coding	14 / 969 (1.44%)	344 / 16,405	191 / 1,067 (17.90%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000134569	LRP4	LDL receptor related protein 4	protein_coding	14 / 969 (1.44%)	414 / 16,405	188 / 1,067 (17.62%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000040731	CDH10	cadherin 10	protein_coding	14 / 969 (1.44%)	736 / 16,405	359 / 1,067 (33.65%)	65 / 1,067 (6.09%)	0	Cancer Gene Census	add to survival plot
ENSG00000173473	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	protein_coding	14 / 969 (1.44%)	190 / 16,405	89 / 1,067 (8.34%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000177398	UMODL1	uromodulin like 1	protein_coding	14 / 969 (1.44%)	354 / 16,405	220 / 1,067 (20.62%)	133 / 1,067 (12.46%)	0		add to survival plot
ENSG00000106034	CPED1	cadherin like and PC-esterase domain containing 1	protein_coding	14 / 969 (1.44%)	355 / 16,405	245 / 1,067 (22.96%)	120 / 1,067 (11.25%)	0		add to survival plot
ENSG00000088827	SIGLEC1	sialic acid binding Ig like lectin 1	protein_coding	14 / 969 (1.44%)	419 / 16,405	317 / 1,067 (29.71%)	104 / 1,067 (9.75%)	0		add to survival plot
ENSG00000102189	EEA1	early endosome antigen 1	protein_coding	14 / 969 (1.44%)	227 / 16,405	179 / 1,067 (16.78%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000007202	KIAA0100	KIAA0100	protein_coding	14 / 969 (1.44%)	384 / 16,405	264 / 1,067 (24.74%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000116141	MARK1	microtubule affinity regulating kinase 1	protein_coding	14 / 969 (1.44%)	272 / 16,405	754 / 1,067 (70.67%)	23 / 1,067 (2.16%)	0		add to survival plot
ENSG00000071894	CPSF1	cleavage and polyadenylation specific factor 1	protein_coding	14 / 969 (1.44%)	288 / 16,405	572 / 1,067 (53.61%)	55 / 1,067 (5.15%)	0		add to survival plot
ENSG00000113212	PCDHB7	protocadherin beta 7	protein_coding	14 / 969 (1.44%)	545 / 16,405	179 / 1,067 (16.78%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000158352	SHROOM4	shroom family member 4	protein_coding	14 / 969 (1.44%)	391 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000107036	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	protein_coding	14 / 969 (1.44%)	220 / 16,405	160 / 1,067 (15.00%)	261 / 1,067 (24.46%)	0		add to survival plot
ENSG00000189132	FAM47B	family with sequence similarity 47 member B	protein_coding	14 / 969 (1.44%)	446 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000164889	SLC4A2	solute carrier family 4 member 2	protein_coding	14 / 969 (1.44%)	283 / 16,405	241 / 1,067 (22.59%)	138 / 1,067 (12.93%)	0		add to survival plot
ENSG00000122218	COPA	COPI coat complex subunit alpha	protein_coding	14 / 969 (1.44%)	290 / 16,405	747 / 1,067 (70.01%)	12 / 1,067 (1.12%)	14		add to survival plot
ENSG00000136813	ECPAS	Ecm29 proteasome adaptor and scaffold	protein_coding	14 / 969 (1.44%)	286 / 16,405	133 / 1,067 (12.46%)	207 / 1,067 (19.40%)	0		add to survival plot
ENSG00000144426	NBEAL1	neurobeachin like 1	protein_coding	14 / 969 (1.44%)	304 / 16,405	130 / 1,067 (12.18%)	167 / 1,067 (15.65%)	0		add to survival plot
ENSG00000263528	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	protein_coding	14 / 969 (1.44%)	200 / 16,405	767 / 1,067 (71.88%)	13 / 1,067 (1.22%)	0		add to survival plot
ENSG00000204967	PCDHA4	protocadherin alpha 4	protein_coding	14 / 969 (1.44%)	482 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000138182	KIF20B	kinesin family member 20B	protein_coding	14 / 969 (1.44%)	323 / 16,405	93 / 1,067 (8.72%)	249 / 1,067 (23.34%)	0		add to survival plot
ENSG00000182463	TSHZ2	teashirt zinc finger homeobox 2	protein_coding	14 / 969 (1.44%)	473 / 16,405	476 / 1,067 (44.61%)	27 / 1,067 (2.53%)	0		add to survival plot
ENSG00000124126	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein_coding	14 / 969 (1.44%)	435 / 16,405	441 / 1,067 (41.33%)	42 / 1,067 (3.94%)	0		add to survival plot
ENSG00000164808	SPIDR	scaffold protein involved in DNA repair	protein_coding	14 / 969 (1.44%)	206 / 16,405	466 / 1,067 (43.67%)	74 / 1,067 (6.94%)	0		add to survival plot
ENSG00000146938	NLGN4X	neuroligin 4 X-linked	protein_coding	14 / 969 (1.44%)	495 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000167447	SMG8	SMG8 nonsense mediated mRNA decay factor	protein_coding	14 / 969 (1.44%)	232 / 16,405	374 / 1,067 (35.05%)	113 / 1,067 (10.59%)	0		add to survival plot
ENSG00000154262	ABCA6	ATP binding cassette subfamily A member 6	protein_coding	14 / 969 (1.44%)	366 / 16,405	380 / 1,067 (35.61%)	110 / 1,067 (10.31%)	0		add to survival plot
ENSG00000087116	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	protein_coding	14 / 969 (1.44%)	482 / 16,405	226 / 1,067 (21.18%)	139 / 1,067 (13.03%)	0		add to survival plot
ENSG00000116678	LEPR	leptin receptor	protein_coding	14 / 969 (1.44%)	370 / 16,405	151 / 1,067 (14.15%)	240 / 1,067 (22.49%)	0		add to survival plot
ENSG00000106804	C5	complement C5	protein_coding	14 / 969 (1.44%)	283 / 16,405	150 / 1,067 (14.06%)	183 / 1,067 (17.15%)	0		add to survival plot
ENSG00000121988	ZRANB3	zinc finger RANBP2-type containing 3	protein_coding	14 / 969 (1.44%)	240 / 16,405	100 / 1,067 (9.37%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000146463	ZMYM4	zinc finger MYM-type containing 4	protein_coding	14 / 969 (1.44%)	305 / 16,405	123 / 1,067 (11.53%)	245 / 1,067 (22.96%)	0		add to survival plot
ENSG00000170004	CHD3	chromodomain helicase DNA binding protein 3	protein_coding	14 / 969 (1.44%)	438 / 16,405	53 / 1,067 (4.97%)	539 / 1,067 (50.52%)	0		add to survival plot
ENSG00000118557	PMFBP1	polyamine modulated factor 1 binding protein 1	protein_coding	14 / 969 (1.44%)	278 / 16,405	107 / 1,067 (10.03%)	580 / 1,067 (54.36%)	0		add to survival plot
ENSG00000148513	ANKRD30A	ankyrin repeat domain 30A	protein_coding	14 / 969 (1.44%)	681 / 16,405	242 / 1,067 (22.68%)	105 / 1,067 (9.84%)	0		add to survival plot
ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1	protein_coding	14 / 969 (1.44%)	339 / 16,405	477 / 1,067 (44.70%)	70 / 1,067 (6.56%)	0		add to survival plot
ENSG00000001626	CFTR	CF transmembrane conductance regulator	protein_coding	14 / 969 (1.44%)	411 / 16,405	243 / 1,067 (22.77%)	121 / 1,067 (11.34%)	0		add to survival plot
ENSG00000160305	DIP2A	disco interacting protein 2 homolog A	protein_coding	14 / 969 (1.44%)	335 / 16,405	269 / 1,067 (25.21%)	127 / 1,067 (11.90%)	0		add to survival plot
ENSG00000165259	HDX	highly divergent homeobox	protein_coding	14 / 969 (1.44%)	258 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000118193	KIF14	kinesin family member 14	protein_coding	14 / 969 (1.44%)	307 / 16,405	766 / 1,067 (71.79%)	10 / 1,067 (0.94%)	0		add to survival plot
ENSG00000136205	TNS3	tensin 3	protein_coding	14 / 969 (1.44%)	382 / 16,405	294 / 1,067 (27.55%)	64 / 1,067 (6.00%)	0		add to survival plot
